,tenant_level_code,student_num_code,techer_num_code,student_rate_code,techer_rate_code,nofree_course_num_code,free_course_num_code,nofree_course_rate_code,free_course_rate_code,nofreecourseNum_Same2Tenant,teachplan_num_code,teachplan_type_num_code,teachact_num_code,teachact_type_num_code,openingtime_code,region_code,prvn_code,teacher_num_code,teacher_rate_code,teachActSim,virtualLabel,type
3550569665499983616,6675,213,0,0,0,4,5,0,0,4,5,1,246,6,2022,8866,610000,8,0,33,3,other
3572486024775691520,6675,73,0,0,0,6,0,0,0,4,1,1,3,2,2022,7266,130000,1,0,11,3,other
3544097081552264960,6675,121,0,0,0,2,0,0,0,2,13,12,268,6,2022,6866,210000,1,0,95,3,other
3549066237968272384,9075,66,0,0,0,1,0,0,0,1,0,0,0,0,2022,7268,330000,1,0,12,3,other
3550375398034458368,9075,86,0,0,0,2,0,0,0,2,3,3,12,2,2022,7290,420000,1,0,28,3,other
3537573504737390336,6675,131,0,0,0,7,0,0,0,5,5,5,56,5,2022,8878,530000,2,0,45,3,other
3545021798747831808,9075,555,0,0,0,2,6,0,0,2,24,13,417,6,2022,7268,370000,6,0,43,3,other
3541645273875192832,6675,108,0,-1,0,3,0,0,0,3,12,12,269,6,2022,7290,410000,1,0,44,3,other
3543887997661159936,9075,302,0,9,0,2,1,0,0,2,48,13,1121,6,2022,7290,410000,9,0,44,3,other
3539859340017635072,6675,102,0,0,0,6,12,0,0,4,11,4,330,6,2022,7266,140000,10,0,28,3,other
3567850000378388736,9075,188,0,0,0,4,4,0,0,2,5,5,35,6,2022,7268,370000,2,0,19,3,other
3570660133249071104,9075,38,0,0,0,2,3,0,0,2,8,7,28,2,2022,7278,440000,2,0,46,3,other
3545391621201713664,9075,59,0,0,0,1,0,0,0,1,0,0,0,0,2022,7268,330000,1,0,12,3,other
3549091862089077248,9090,45,0,0,0,2,0,0,0,2,1,1,35,6,2022,7268,320000,1,0,16,3,other
3543359794200944896,9075,28,0,0,0,2,0,0,0,2,1,1,35,6,2022,6866,220000,1,0,24,3,other
3569340777277291776,6675,18,0,0,0,4,8,0,0,4,6,5,37,6,2022,6866,210000,1,0,27,3,other
3525946165348279040,7471,115,0,0,0,4,0,0,0,4,5,1,150,4,2022,7268,310000,2,0,37,3,other
3561512357371547648,9075,46,0,0,0,3,4,0,0,3,2,2,35,6,2022,6866,210000,1,0,37,3,other
3569301077399223296,9090,54,0,0,0,4,0,0,0,4,1,1,36,6,2022,7278,440000,1,0,56,3,other
3543886030566351104,9075,204,0,100,0,2,0,0,0,2,16,7,331,6,2022,7268,370000,3,0,49,3,other
3500879383085958912,9075,43,0,0,0,4,0,2,0,4,3,2,11,4,2021,8866,630000,3,-1,47,3,other
3550410489717757696,9075,95,0,45,0,2,1,0,0,2,12,7,266,6,2022,7268,320000,1,0,98,3,other
